Datum;Nummer 1;Nummer 2;Nummer 3;Nummer 4;Nummer 5;Nummer 6;Sterrenbeeld
2018-09-18;2;5;7;4;1;8;Vissen
2018-09-17;5;2;5;5;8;7;Weegschaal
2018-09-16;6;6;7;0;5;9;Maagd
2018-09-15;7;6;8;0;9;4;Steenbok
2018-09-14;4;5;0;1;7;0;Schorpioen
2018-09-13;0;4;9;1;9;4;Waterman
2018-09-12;7;8;0;8;9;6;Schorpioen
2018-09-11;5;3;0;9;0;3;Leeuw
2018-09-10;8;8;8;1;8;5;Vissen
2018-09-09;4;1;3;9;8;3;Weegschaal
2018-09-08;0;9;5;8;2;9;Waterman
2018-09-07;0;0;9;6;5;7;Vissen
2018-09-06;0;1;1;3;8;2;Ram
2018-09-05;7;8;8;3;0;2;Steenbok
2018-09-04;5;3;3;2;3;6;Tweeling
2018-09-03;8;0;9;8;2;2;Boogschutter
2018-09-02;1;2;1;2;2;8;Maagd
2018-09-01;9;3;5;1;2;9;Stier
2018-08-31;8;8;7;1;8;4;Ram
2018-08-30;9;9;8;8;6;2;Maagd
2018-08-29;8;5;3;3;9;8;Stier
2018-08-28;4;8;6;7;1;7;Boogschutter
2018-08-27;0;3;2;2;5;0;Boogschutter
2018-08-26;3;5;0;6;8;2;Weegschaal
2018-08-25;1;1;2;9;2;7;Tweeling
2018-08-24;4;4;3;3;7;6;Kreeft
2018-08-23;1;3;5;6;8;0;Schorpioen
2018-08-22;9;6;1;2;8;0;Kreeft
2018-08-21;8;6;2;6;2;8;Steenbok
2018-08-20;9;8;0;5;7;4;Weegschaal
2018-08-19;3;6;1;1;3;2;Schorpioen
2018-08-18;1;8;1;3;2;8;Tweeling
2018-08-17;6;8;8;5;6;0;Stier
2018-08-16;9;2;6;2;9;8;Leeuw
2018-08-15;0;9;3;1;4;0;Leeuw
2018-08-14;7;5;2;1;5;0;Ram
2018-08-13;4;1;9;1;1;0;Stier
2018-08-12;3;8;4;5;9;4;Waterman
2018-08-11;6;6;6;9;2;6;Steenbok
2018-08-10;3;8;4;6;4;1;Tweeling
2018-08-09;9;0;7;9;2;9;Vissen
2018-08-08;7;7;7;4;7;6;Waterman
2018-08-07;6;9;2;0;4;2;Vissen
2018-08-06;5;6;9;4;9;2;Boogschutter
2018-08-05;9;0;0;9;0;6;Steenbok
2018-08-04;1;3;0;8;4;7;Schorpioen
2018-08-03;7;7;3;5;3;9;Waterman
2018-08-02;9;5;2;3;1;9;Vissen
2018-08-01;7;8;1;4;6;2;Ram
2018-07-31;6;4;8;5;5;3;Tweeling
2018-07-30;0;1;5;5;9;8;Stier
2018-07-29;5;9;6;7;6;4;Weegschaal
2018-07-28;5;2;3;6;4;6;Stier
2018-07-27;6;0;6;9;7;7;Weegschaal
2018-07-26;3;1;7;5;8;8;Kreeft
2018-07-25;6;9;2;4;0;1;Schorpioen
2018-07-24;0;7;9;3;2;2;Stier
2018-07-23;2;8;3;9;3;9;Schorpioen
2018-07-22;9;0;9;7;0;6;Maagd
2018-07-21;9;4;5;4;2;4;Stier
2018-07-20;0;4;2;3;6;8;Vissen
2018-07-19;8;9;3;0;8;8;Maagd
2018-07-18;3;6;1;0;7;6;Waterman
2018-07-17;9;2;8;6;2;9;Kreeft
2018-07-16;7;2;1;6;9;1;Ram
2018-07-15;4;6;0;3;7;8;Maagd
2018-07-14;4;8;1;9;4;2;Leeuw
2018-07-13;5;7;9;2;9;9;Ram
2018-07-12;1;2;8;9;8;9;Steenbok
2018-07-11;9;9;3;7;2;7;Vissen
2018-07-10;8;3;9;2;0;8;Maagd
2018-07-09;9;5;0;3;1;4;Boogschutter
2018-07-08;2;1;2;4;9;6;Weegschaal
2018-07-07;9;5;0;1;1;0;Vissen
2018-07-06;6;0;4;0;5;8;Schorpioen
2018-07-05;4;1;0;1;0;0;Tweeling
2018-07-04;2;0;0;5;6;8;Waterman
2018-07-03;6;8;8;9;9;8;Tweeling
2018-07-02;8;6;8;7;5;8;Waterman
2018-07-01;6;8;1;6;2;5;Ram
2018-06-30;8;1;8;8;6;9;Tweeling
2018-06-29;0;9;7;2;1;3;Leeuw
2018-06-28;6;2;6;3;0;4;Waterman
2018-06-27;5;6;1;6;6;5;Leeuw
2018-06-26;1;1;8;9;4;3;Stier
2018-06-25;7;6;9;7;5;4;Ram
2018-06-24;1;1;3;0;9;5;Ram
2018-06-23;2;8;1;2;8;7;Maagd
2018-06-22;4;4;9;2;9;7;Ram
2018-06-21;4;6;0;8;0;6;Leeuw
2018-06-20;4;9;0;5;3;7;Waterman
2018-06-19;5;8;3;1;1;3;Schorpioen
2018-06-18;1;0;4;9;5;7;Ram
2018-06-17;4;0;0;8;7;7;Boogschutter
2018-06-16;8;3;1;6;3;8;Vissen
2018-06-15;2;3;9;3;2;0;Schorpioen
2018-06-14;4;6;0;1;4;1;Maagd
2018-06-13;0;4;7;4;6;3;Steenbok
2018-06-12;6;4;6;5;2;0;Tweeling
2018-06-11;9;2;1;0;3;4;Stier
2018-06-10;7;7;8;8;4;1;Ram
2018-06-09;4;2;0;2;8;5;Maagd
2018-06-08;0;2;0;4;1;0;Vissen
2018-06-07;4;3;2;9;7;7;Leeuw
2018-06-06;3;4;2;7;3;4;Tweeling
2018-06-05;7;8;7;8;6;6;Ram
2018-06-04;0;8;1;1;3;3;Tweeling
2018-06-03;9;3;7;2;2;7;Vissen
2018-06-02;0;7;7;1;1;5;Leeuw
2018-06-01;1;2;4;2;0;1;Stier
2018-05-31;9;2;7;7;3;9;Boogschutter
2018-05-30;8;5;2;2;8;0;Vissen
2018-05-29;7;3;5;5;5;1;Stier
2018-05-28;2;4;5;3;9;4;Weegschaal
2018-05-27;4;7;1;2;4;3;Kreeft
2018-05-26;9;1;1;1;6;2;Boogschutter
2018-05-25;7;2;5;4;6;4;Leeuw
2018-05-24;5;3;4;1;3;9;Tweeling
2018-05-23;3;8;9;9;0;2;Boogschutter
2018-05-22;7;5;7;4;4;4;Maagd
2018-05-21;5;8;7;4;1;0;Kreeft
2018-05-20;8;4;4;9;2;9;Waterman
2018-05-19;7;3;6;3;8;4;Waterman
2018-05-18;1;4;5;2;1;9;Ram
2018-05-17;3;3;3;9;8;9;Ram
2018-05-16;1;7;4;1;8;9;Stier
2018-05-15;0;7;7;3;8;9;Vissen
2018-05-14;9;1;6;7;3;4;Tweeling
2018-05-13;2;7;1;0;3;9;Schorpioen
2018-05-12;0;6;7;5;6;0;Schorpioen
2018-05-11;2;0;0;0;9;4;Ram
2018-05-10;5;6;0;2;0;5;Schorpioen
2018-05-09;0;6;7;8;6;3;Maagd
2018-05-08;8;8;0;4;3;9;Vissen
2018-05-07;6;5;6;0;3;0;Boogschutter
2018-05-06;4;6;6;9;2;3;Schorpioen
2018-05-05;1;8;8;8;9;2;Kreeft
2018-05-04;7;3;8;1;0;1;Weegschaal
2018-05-03;4;6;0;2;1;1;Tweeling
2018-05-02;2;2;1;9;9;7;Weegschaal
2018-05-01;5;7;0;9;2;1;Leeuw
2018-04-30;6;0;4;7;9;6;Tweeling
2018-04-29;0;0;9;8;8;8;Kreeft
2018-04-28;3;2;0;7;3;3;Weegschaal
2018-04-27;8;8;4;1;4;1;Stier
2018-04-26;3;4;0;7;7;1;Leeuw
2018-04-25;9;2;9;6;3;6;Steenbok
2018-04-24;5;3;8;3;8;0;Boogschutter
2018-04-23;4;0;3;6;9;4;Kreeft
2018-04-22;1;4;4;5;2;0;Weegschaal
2018-04-21;6;7;8;9;4;2;Maagd
2018-04-20;4;3;2;2;9;9;Weegschaal
2018-04-19;5;4;5;6;2;1;Leeuw
2018-04-18;3;9;8;1;9;3;Weegschaal
2018-04-17;4;6;2;3;3;4;Ram
2018-04-16;4;7;7;6;3;0;Vissen
2018-04-15;3;6;4;1;1;7;Weegschaal
2018-04-14;2;5;4;2;2;3;Kreeft
2018-04-13;6;8;3;0;5;6;Ram
2018-04-12;0;6;5;3;8;5;Vissen
2018-04-11;2;5;6;7;9;6;Kreeft
2018-04-10;5;4;4;1;0;8;Maagd
2018-04-09;1;6;0;5;5;7;Leeuw
2018-04-08;2;2;3;2;8;5;Tweeling
2018-04-07;6;1;1;6;4;9;Waterman
2018-04-06;8;4;5;8;7;5;Vissen
2018-04-05;4;4;1;8;9;9;Vissen
2018-04-04;7;1;6;2;4;2;Ram
2018-04-03;7;6;1;6;0;3;Steenbok
2018-04-02;2;2;7;0;4;4;Stier
2018-04-01;5;7;8;5;2;9;Weegschaal
2018-03-31;5;0;4;5;3;3;Vissen
2018-03-30;8;7;8;9;8;5;Leeuw
2018-03-29;6;4;2;4;9;3;Waterman
2018-03-28;3;7;9;2;3;3;Weegschaal
2018-03-27;1;7;1;2;8;8;Schorpioen
2018-03-26;8;2;4;0;8;4;Stier
2018-03-25;7;8;2;9;3;9;Maagd
2018-03-24;0;2;9;7;4;0;Maagd
2018-03-23;3;0;6;6;1;0;Weegschaal
2018-03-22;4;0;5;6;1;0;Ram
2018-03-21;6;1;1;4;3;7;Boogschutter
2018-03-20;9;3;1;3;7;9;Kreeft
2018-03-19;8;2;2;3;0;0;Ram
2018-03-18;3;7;9;9;1;9;Weegschaal
2018-03-17;5;5;2;1;5;6;Stier
2018-03-16;3;1;8;7;2;8;Weegschaal
2018-03-15;9;6;3;4;1;2;Steenbok
2018-03-14;4;4;5;5;4;2;Weegschaal
2018-03-13;1;2;5;2;8;5;Leeuw
2018-03-12;7;3;1;3;7;3;Vissen
2018-03-11;5;7;9;5;4;7;Steenbok
2018-03-10;4;7;4;6;0;3;Vissen
2018-03-09;4;8;5;1;1;1;Vissen
2018-03-08;9;4;9;6;3;9;Kreeft
2018-03-07;4;6;7;1;1;5;Kreeft
2018-03-06;3;3;5;4;9;9;Tweeling
2018-03-05;2;7;5;4;0;4;Tweeling
2018-03-04;8;7;1;5;5;8;Tweeling
2018-03-03;6;8;8;2;2;3;Kreeft
2018-03-02;6;7;2;4;4;1;Boogschutter
2018-03-01;9;8;5;3;4;8;Schorpioen
2018-02-28;1;8;6;2;3;0;Steenbok
2018-02-27;4;6;3;0;4;9;Vissen
2018-02-26;4;8;9;9;5;1;Maagd
2018-02-25;1;1;5;8;6;4;Stier
2018-02-24;7;7;4;4;8;3;Weegschaal
2018-02-23;0;7;9;2;1;3;Waterman
2018-02-22;3;4;3;2;6;3;Kreeft
2018-02-21;8;2;1;7;7;0;Tweeling
2018-02-20;4;4;3;0;1;5;Steenbok
2018-02-19;1;1;7;1;5;6;Schorpioen
2018-02-18;1;3;3;4;2;2;Schorpioen
2018-02-17;6;5;3;8;2;3;Vissen
2018-02-16;8;9;0;2;6;5;Boogschutter
2018-02-15;0;6;4;6;6;3;Tweeling
2018-02-14;8;1;6;1;7;8;Leeuw
2018-02-13;1;5;2;8;4;5;Waterman
2018-02-12;6;2;0;1;6;6;Kreeft
2018-02-11;1;7;9;8;3;9;Ram
2018-02-10;9;6;8;6;2;0;Boogschutter
2018-02-09;8;7;7;6;8;3;Steenbok
2018-02-08;6;3;1;4;9;5;Steenbok
2018-02-07;0;7;9;1;6;5;Ram
2018-02-06;7;4;6;8;3;0;Waterman
2018-02-05;1;8;7;5;7;7;Weegschaal
2018-02-04;3;1;7;8;8;4;Kreeft
2018-02-03;8;4;9;7;0;8;Maagd
2018-02-02;9;1;1;0;8;1;Maagd
2018-02-01;2;6;0;6;3;4;Steenbok
2018-01-31;3;0;2;7;9;2;Steenbok
2018-01-30;7;6;7;0;6;9;Stier
2018-01-29;7;5;4;9;2;1;Steenbok
2018-01-28;5;2;2;3;2;5;Leeuw
2018-01-27;9;3;5;6;0;2;Weegschaal
2018-01-26;4;6;9;5;3;7;Weegschaal
2018-01-25;4;8;1;4;6;1;Schorpioen
2018-01-24;9;0;5;8;2;6;Kreeft
2018-01-23;5;1;1;9;3;8;Kreeft
2018-01-22;2;0;3;2;4;4;Boogschutter
2018-01-21;1;6;9;6;5;5;Boogschutter
2018-01-20;6;4;7;6;2;2;Waterman
2018-01-19;2;7;1;1;0;0;Vissen
2018-01-18;5;4;1;2;4;8;Tweeling
2018-01-17;5;6;9;5;5;8;Weegschaal
2018-01-16;5;7;8;9;7;4;Waterman
2018-01-15;7;7;3;7;4;1;Vissen
2018-01-14;4;4;6;2;7;5;Boogschutter
2018-01-13;0;5;8;9;9;5;Kreeft
2018-01-12;2;8;9;0;1;1;Vissen
2018-01-11;8;9;5;4;7;7;Waterman
2018-01-10;6;2;0;9;2;3;Stier
2018-01-09;8;6;3;1;0;1;Maagd
2018-01-08;9;3;6;8;1;1;Vissen
2018-01-07;5;1;5;9;9;6;Waterman
2018-01-06;2;8;4;2;4;1;Boogschutter
2018-01-05;4;0;0;2;8;8;Schorpioen
2018-01-04;9;0;7;1;7;2;Kreeft
2018-01-03;7;8;4;3;5;4;Vissen
2018-01-02;8;9;0;8;5;6;Ram
2018-01-01;4;4;2;4;4;7;Stier
